1,John,Lennon,1
2,Paul,McCartney,1
3,George,Harrison,1
4,Ringo,Starr,1
5,Denny,Zager,0
6,Rick,Evans,0
7,Van,Morrison,1
8,Judy,Collins,0
9,Paul,Simon,1
10,Art,Garfunkel,0
11,Brian,Wilson,0
12,Dennis,Wilson,0
13,Carl,Wilson,0
14,Ricky,Fataar,0
15,Blondie,Chaplin,0
16,Jimmy,Page,0
17,Robert,Plant,0
18,John Paul,Jones,0
19,John,Bonham,0
20,Mike,Love,0
21,Al,Jardine,0
22,David,Marks,0
23,Bruce,Johnston,0
